Topic,Question Type,Paragraph,Question Text,Answer Options,Correct Answer,,Keyword
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتب المهندس المقال.'؟,أ. المقال؛ ب. كتب؛ ج. المقال.؛ د. المهندس.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'رسم الأطفال اللغة.'؟,أ. اللغة.؛ ب. الأطفال؛ ج. رسم؛ د. اللوحة.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'شرب الطالبات اللغة.'؟,أ. شرب؛ ب. الطالبات؛ ج. الحليب؛ د. اللغة..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكل المهندسين اللغة.'؟,أ. المهندسين؛ ب. التفاحة؛ ج. اللغة.؛ د. أكل.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم المديرين اللغة.'؟,أ. اللغة.؛ ب. اللوحة؛ ج. المديرين؛ د. رسم.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الأطفال اللغة.'؟,أ. اللغة.؛ ب. التفاحة؛ ج. أكل؛ د. الأطفال.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكل الطلاب اللغة.'؟,أ. أكل؛ ب. التفاحة؛ ج. الطلاب؛ د. اللغة..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الطالبات اللغة.'؟,أ. رسم؛ ب. اللوحة؛ ج. الطالبات؛ د. اللغة..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكل المعلمين اللغة.'؟,أ. المعلمين؛ ب. اللغة.؛ ج. أكل؛ د. التفاحة.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'فتح المديرين اللغة.'؟,أ. المديرين؛ ب. اللغة.؛ ج. فتح؛ د. الباب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'فتح المعلمين اللغة.'؟,أ. فتح؛ ب. اللغة.؛ ج. الباب؛ د. المعلمين.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'فتح الأطفال اللغة.'؟,أ. الأطفال؛ ب. الباب؛ ج. فتح؛ د. اللغة..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب المديرين اللغة.'؟,أ. الحليب؛ ب. المديرين؛ ج. شرب؛ د. اللغة..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح الطالبات اللغة.'؟,أ. الباب؛ ب. اللغة.؛ ج. الطالبات؛ د. فتح.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح المهندسين اللغة.'؟,أ. الباب؛ ب. اللغة.؛ ج. فتح؛ د. المهندسين.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم المهندسين اللغة.'؟,أ. اللغة.؛ ب. رسم؛ ج. المهندسين؛ د. اللوحة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب المعلمين اللغة.'؟,أ. اللغة.؛ ب. شرب؛ ج. المعلمين؛ د. الحليب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل المديرين اللغة.'؟,أ. أكل؛ ب. المديرين؛ ج. التفاحة؛ د. اللغة..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب المهندسين اللغة.'؟,أ. شرب؛ ب. اللغة.؛ ج. المهندسين؛ د. الحليب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الطالبات اللغة.'؟,أ. أكل؛ ب. الطالبات؛ ج. التفاحة؛ د. اللغة..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب الأطفال اللغة.'؟,أ. اللغة.؛ ب. شرب؛ ج. الحليب؛ د. الأطفال.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الطلاب اللغة.'؟,أ. اللغة.؛ ب. رسم؛ ج. اللوحة؛ د. الطلاب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الطلاب اللغة.'؟,أ. الطلاب؛ ب. فتح؛ ج. اللغة.؛ د. الباب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الطلاب اللغة.'؟,أ. اللغة.؛ ب. الطلاب؛ ج. شرب؛ د. الحليب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم المعلمين اللغة.'؟,أ. رسم؛ ب. اللغة.؛ ج. المعلمين؛ د. اللوحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الأستاذ الزهور.'؟,أ. الباب؛ ب. الأستاذ؛ ج. فتح؛ د. الزهور..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم الطالب الزهور.'؟,أ. الطالب؛ ب. اللوحة؛ ج. الزهور.؛ د. رسم.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'فتح الطفل الزهور.'؟,أ. الطفل؛ ب. فتح؛ ج. الباب؛ د. الزهور..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'زرع الفلاح الزهور.'؟,أ. الزهور.؛ ب. الزهور؛ ج. الفلاح؛ د. زرع.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'رسم المعلم الزهور.'؟,أ. اللوحة؛ ب. رسم؛ ج. الزهور.؛ د. المعلم.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'زرع الكاتب الزهور.'؟,أ. الكاتب؛ ب. الزهور.؛ ج. الزهور؛ د. زرع.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'فتح الكاتب الزهور.'؟,أ. الزهور.؛ ب. فتح؛ ج. الكاتب؛ د. الباب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الكاتب الزهور.'؟,أ. الزهور.؛ ب. الكاتب؛ ج. التفاحة؛ د. أكل.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب الفلاح الزهور.'؟,أ. شرب؛ ب. الحليب؛ ج. الزهور.؛ د. الفلاح.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل المعلم الزهور.'؟,أ. التفاحة؛ ب. أكل؛ ج. المعلم؛ د. الزهور..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح المعلم الزهور.'؟,أ. المعلم؛ ب. الزهور.؛ ج. فتح؛ د. الباب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل الفلاح الزهور.'؟,أ. الفلاح؛ ب. التفاحة؛ ج. الزهور.؛ د. أكل.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب الأستاذ الزهور.'؟,أ. الأستاذ؛ ب. شرب؛ ج. الحليب؛ د. الزهور..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم الطفل الزهور.'؟,أ. رسم؛ ب. الزهور.؛ ج. اللوحة؛ د. الطفل.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'أكل الطفل الزهور.'؟,أ. الطفل؛ ب. أكل؛ ج. التفاحة؛ د. الزهور..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'زرع المعلم الزهور.'؟,أ. الزهور.؛ ب. زرع؛ ج. الزهور؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الكاتب الزهور.'؟,أ. اللوحة؛ ب. الكاتب؛ ج. الزهور.؛ د. رسم.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الفلاح الزهور.'؟,أ. الفلاح؛ ب. فتح؛ ج. الزهور.؛ د. الباب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الطالب الزهور.'؟,أ. الزهور.؛ ب. الباب؛ ج. فتح؛ د. الطالب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الأستاذ الزهور.'؟,أ. الأستاذ؛ ب. اللوحة؛ ج. الزهور.؛ د. رسم.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'زرع الطالب الزهور.'؟,أ. الطالب؛ ب. الزهور؛ ج. الزهور.؛ د. زرع.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكل الطالب الزهور.'؟,أ. أكل؛ ب. الطالب؛ ج. الزهور.؛ د. التفاحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'زرع الطفل الزهور.'؟,أ. الزهور؛ ب. الطفل؛ ج. زرع؛ د. الزهور..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الفلاح الزهور.'؟,أ. الفلاح؛ ب. اللوحة؛ ج. رسم؛ د. الزهور..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب الطالب الزهور.'؟,أ. الطالب؛ ب. الحليب؛ ج. شرب؛ د. الزهور..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرع الأستاذ الزهور.'؟,أ. الزهور.؛ ب. زرع؛ ج. الزهور؛ د. الأستاذ.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب المعلم الزهور.'؟,أ. الزهور.؛ ب. الحليب؛ ج. المعلم؛ د. شرب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الكاتب الزهور.'؟,أ. الحليب؛ ب. الكاتب؛ ج. شرب؛ د. الزهور..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب الطفل الزهور.'؟,أ. شرب؛ ب. الزهور.؛ ج. الطفل؛ د. الحليب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكل الأستاذ الزهور.'؟,أ. أكل؛ ب. الأستاذ؛ ج. الزهور.؛ د. التفاحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الأستاذ الفيلم.'؟,أ. الفيلم.؛ ب. اللوحة؛ ج. رسم؛ د. الأستاذ.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الرجل الفيلم.'؟,أ. الفيلم.؛ ب. رسم؛ ج. الرجل؛ د. اللوحة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب الرجل الفيلم.'؟,أ. الحليب؛ ب. شرب؛ ج. الرجل؛ د. الفيلم..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الطفل الفيلم.'؟,أ. رسم؛ ب. اللوحة؛ ج. الفيلم.؛ د. الطفل.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'فتح المعلم الفيلم.'؟,أ. الباب؛ ب. فتح؛ ج. المعلم؛ د. الفيلم..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'رسم الطالب الفيلم.'؟,أ. الفيلم.؛ ب. رسم؛ ج. الطالب؛ د. اللوحة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الرجل الفيلم.'؟,أ. فتح؛ ب. الفيلم.؛ ج. الرجل؛ د. الباب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح الطالب الفيلم.'؟,أ. الباب؛ ب. فتح؛ ج. الفيلم.؛ د. الطالب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب الطفل الفيلم.'؟,أ. الحليب؛ ب. الطفل؛ ج. الفيلم.؛ د. شرب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكل الفلاح الفيلم.'؟,أ. أكل؛ ب. الفلاح؛ ج. التفاحة؛ د. الفيلم..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الأستاذ الفيلم.'؟,أ. فتح؛ ب. الباب؛ ج. الأستاذ؛ د. الفيلم..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكل الأستاذ الفيلم.'؟,أ. الفيلم.؛ ب. أكل؛ ج. التفاحة؛ د. الأستاذ.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الفلاح الفيلم.'؟,أ. رسم؛ ب. الفلاح؛ ج. الفيلم.؛ د. اللوحة.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الطفل الفيلم.'؟,أ. الفيلم.؛ ب. الطفل؛ ج. التفاحة؛ د. أكل.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الطفل الفيلم.'؟,أ. الطفل؛ ب. الباب؛ ج. فتح؛ د. الفيلم..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'أكل الرجل الفيلم.'؟,أ. أكل؛ ب. التفاحة؛ ج. الرجل؛ د. الفيلم..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'شاهد الطفل الفيلم.'؟,أ. الفيلم.؛ ب. شاهد؛ ج. الطفل؛ د. الفيلم.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم المعلم الفيلم.'؟,أ. رسم؛ ب. اللوحة؛ ج. المعلم؛ د. الفيلم..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب المعلم الفيلم.'؟,أ. شرب؛ ب. الفيلم.؛ ج. المعلم؛ د. الحليب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'شاهد الأستاذ الفيلم.'؟,أ. الفيلم؛ ب. الأستاذ؛ ج. الفيلم.؛ د. شاهد.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شاهد الرجل الفيلم.'؟,أ. الفيلم؛ ب. شاهد؛ ج. الرجل؛ د. الفيلم..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل المعلم الفيلم.'؟,أ. التفاحة؛ ب. المعلم؛ ج. أكل؛ د. الفيلم..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'فتح الفلاح الفيلم.'؟,أ. فتح؛ ب. الباب؛ ج. الفيلم.؛ د. الفلاح.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شاهد الطالب الفيلم.'؟,أ. الفيلم؛ ب. شاهد؛ ج. الطالب؛ د. الفيلم..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب الفلاح الفيلم.'؟,أ. الفلاح؛ ب. الحليب؛ ج. شرب؛ د. الفيلم..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شاهد المعلم الفيلم.'؟,أ. المعلم؛ ب. شاهد؛ ج. الفيلم؛ د. الفيلم..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شاهد الفلاح الفيلم.'؟,أ. الفيلم؛ ب. شاهد؛ ج. الفيلم.؛ د. الفلاح.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الطالب الفيلم.'؟,أ. الحليب؛ ب. الفيلم.؛ ج. شرب؛ د. الطالب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الطالب الفيلم.'؟,أ. الفيلم.؛ ب. أكل؛ ج. التفاحة؛ د. الطالب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الأستاذ الفيلم.'؟,أ. الأستاذ؛ ب. الحليب؛ ج. الفيلم.؛ د. شرب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'سافر الأستاذ إلى مكة.'؟,أ. الأستاذ؛ ب. مكة.؛ ج. مكة؛ د. إلى.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب المشرب إلى مكة.'؟,أ. الحليب؛ ب. شرب؛ ج. المشرب؛ د. إلى.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'سافر المسافر إلى مكة.'؟,أ. المسافر؛ ب. مكة؛ ج. إلى؛ د. سافر.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'سافر المعلم إلى مكة.'؟,أ. إلى؛ ب. مكة؛ ج. مكة.؛ د. المعلم.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'سافر الفلاح إلى مكة.'؟,أ. مكة؛ ب. إلى؛ ج. سافر؛ د. مكة..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم المرسم إلى مكة.'؟,أ. مكة.؛ ب. رسم؛ ج. المرسم؛ د. اللوحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'سافر الطفل إلى مكة.'؟,أ. مكة؛ ب. سافر؛ ج. إلى؛ د. مكة..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'زرع المزرع إلى مكة.'؟,أ. مكة.؛ ب. الزهور؛ ج. المزرع؛ د. إلى.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل المأكل إلى مكة.'؟,أ. أكل؛ ب. المأكل؛ ج. التفاحة؛ د. مكة..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'سافر الطالب إلى مكة.'؟,أ. مكة.؛ ب. الطالب؛ ج. إلى؛ د. مكة.,,,
نحو,MCQ,,اختر المفعول فيه في الجملة: 'زار المهندس في الصباح.'؟,أ. الصباح.؛ ب. المهندس؛ ج. زار؛ د. في الصيف.,,,
نحو,MCQ,,ما هو المفعول فيه في الجملة: 'كتب الأستاذ في الصباح.'؟,أ. الصباح.؛ ب. الأستاذ؛ ج. في الصباح الباكر؛ د. كتب.,,,
نحو,MCQ,,حدد المفعول فيه في الجملة: 'ذهب الطالب في الصباح.'؟,أ. في الصباح؛ ب. الطالب؛ ج. الصباح.؛ د. ذهب.,,,
نحو,MCQ,,اذكر المفعول فيه في الجملة: 'سافر الأستاذ في الصباح.'؟,أ. الأستاذ؛ ب. في العطلة؛ ج. سافر؛ د. الصباح..,,,
نحو,MCQ,,اختر المفعول فيه في الجملة: 'عمل الفلاح في الصباح.'؟,أ. عمل؛ ب. الفلاح؛ ج. في النهار؛ د. الصباح..,,,
